àbac	ábaco
tap	
tapa	
tapaboques	
tapadora	
tapajuntes	
tapajunts	
tapa petita	
tàpera	
tapet	
tàpia	
tapioca	
tapir	
tapís	tapete
tapisser	
tapisseria	
taquicàrdia	
taquifilàxia	
taquígraf	
taquigrafia	
taquilla	
taquiller	
taquilló	
taquimecanografia	
taquímetre	
taquistoscopi	
tara	
tarannà	
taràntula	
taratge	
tarda	tarde
tardança	
TARDIS	
tardor	outono
targeta	
targeta de crèdit	
targeta de dèbit	
targeta de visita	
targeter	
tarifa	
tarifa binòmia	
tarifació	
tarificació	
tarima	
tarja	
taronger	
taronja	
taronjada	
tarot	
tarquim	
tarraconense	
tarragoní	
tars	
tartamudesa	
tartamut	
tartan	
tartana	
tàrtar	
tartrat	
TAS	
tasca	
tascó	
tas de prima	
tasmà	
tassa	xícara
tasseta	
tassó	
tast	
tastador	
tastavins	
tastet	
tatami	
tàtar	
tatsoi	
tatuatge	
tatxa	
TAU	
taujà	
taula	mesa
taula braser	
taula de la llei	
taula de salvació	
taula d'harmonia	
taula numèrica	
taula periòdica	
taulell	
tauler	
tauler d'anuncis	
tauler d'escacs	
tauleta	
tauleta de nit	
tauló	
taure	
tauró	tubarão
tauromàquia	
taüt	
tautologia	
tautomeria	
tavella	
taverna	
taverner	
taverneta	
taxa	
taxació	
taxa de bits	
taxador	
taxi	
taxidèrmia	
taxista	
taxó	
taxonomia	
taylorisme	
TB	
TC	
TDT	
te	
teatralitat	
teatre	teatro
tebiesa	
tebior	
tec	
teca	
te chai	
tecla	
tecla de retorn	
teclat	teclado
tecleig	
teclista	
tecneci	tecnécio
tècnic	
tècnica	
tècnic electrònic	
tecnicisme	
tecnificació	
tecnígraf	
tecnociència	
tecnocràcia	
tecnòcrata	
tecnoestructura	
tecnoètica	
tecnòleg	
tecnologia	
tecnologització	
Tedax	
tedi	
tefló	
teginat	
teisme	
teix	teixo
teixidor	tecelão
teixidoria	
teixidura	
teixit	
teixó	
tel.	
tela	tela
tele	
teleadministració	
telebotiga	
telebuidatge	
telecabina	
telecadira	
telecentre	
telecomandament	
telecomunicació	
teleconferència	
telecontrol	
teledetecció	
telediari	
teledifusió	
teleespectador	
telefèric	
telefilm	
telèfon	telefone
telefonema	
telefonia	
telèfon intel·ligent	
telefonista	
telèfon mòbil	
teleformació	
telegestió	
telègraf	
telegrafia	
telegrafista	
telegrama	
telegramatisme	
teleimpressor	
telemàtica	
telemedicina	
telemesura	
telèmetre	
telemetria	
telenotícies	
telenovel·la	
teleobjectiu	
teleologia	
teleoperació	
telepatia	
telepeatge	
teleporqueria	
teleportació	
teleprocés	
teler	
telerrealitat	
telescopi	
telesella	
teleservei	
telesquí	
teletext	
teletip	
teletractament	
teletreball	
televenda	
televident	
televigilància	
televisió	
televisió porqueria	
televisor	televisor
tèlex	
tell	
tellerina	
tellina	
tel·luri	telúrio
tel·luròmetre	
teló	
telofase	
tèlson	
tema	
temari	
tematització	
temeritat	
temor	temor
temperament	
temperatura	
temperatura ambient	
temperi	
tempesta	
tempestat	
tempestivitat	
templa	
temple	templo
templet	
tempo	
temporada	
temporal	temporário
temporal de pluges	
temporalitat	
temporalització	
temporer	
temporització	
temporitzador	
temprança	
temps	tempo
temps de guerra	
temptació	
temptativa	
tempteig	
tempura	
tenacitat	
tenalla	
tenda	
tenda de campanya	
tendal	
tendència	
tendenciositat	
tènder	
tendó	
tendresa	
tenebra	
tenebrisme	
tenebrositat	
tenesme	
tènia	
tenidor	
tenidoria	
tenista	
tennis	
tennista	
tenor	
Tenorio	
tensió	
tensiòmetre	
tensor	
tensor del puny d'escota	
tentacle	tentáculo
tenuïtat	
teocràcia	
teodicea	
teodolit	
teogonia	
teòleg	
teologia	
teorema	
teoria	
teòric	
teorització	
teosofia	
tèpal	
tequila	
teranyina	
terapeuta	
terapèutica	
teràpia	
teratologia	
teratoma	
terbi	térbio
terbolesa	
terç	
terçanell	
tercelet	
terceria	
tercer món	
tercermundista	
tercet	
tèrcia	
tergal	
tergiversació	
termalisme	
terme	
termes	
terminació	
terminal	
termini	
termini de lliurament	
terminòleg	
terminologia	
termistor	
tèrmit	
termiter	
termo	
termobalança	
termocauterització	
termoconformació	
termodinàmica	
termoelectricitat	
termògraf	
termografia	
termohigròmetre	
termòmetre	
termometria	
termoparell	
termoregulador	
termos	
termosfera	
termosifó	
termòstat	
terna	
ternal	
ternari	
ternasco	
teròpode	
terpè	
terra	solo
terracota	
terra de conreu	
terra de cultiu	
terraplè	
terra promesa	
terrassa	
terrat	
terratinent	
terratrèmol	
terratzo	
terregall	
terreny	
terreny fangós	
terreny fragós	
terrer	
terrier	
terrina	
terrissa	
terrissaire	
terrisseria	
territori	
territorialitat	
territorialització	
terror	
terrorisme	
terrorista	
terròs	
terròs de sucre	
terrrorista	
tertúlia	
tesaurus	
tesi	
tesina	
tesla	
tessel·la	
tessitura	
test	teste
testador	
testament	
testarrudesa	
testatge	
testera	
testicle	
testimoni	
testimoniatge	
testosterona	
tètan	
tetanització	
tètanus	
tetera	
tetina	
tetracampió	
tetraclorodifluoroetà	
tetraclorotetrafluoropropà	
tetraclorur	
tetraedre	
tetràgon	
tetramorfos	
tetraplegia	
tetraplègic	
tetrarquia	
tetròxid	
teula	telha
teulada	telhado
teuladí	
teulat	
teutó	
TeV	
texà	
texans	
text	
textualitat	
textura	
texturització	
TF1	
TGV	
theremin	
thriller	
tia	tia
tiamina	
tibantor	
tiberi	
tibetà	tibetano
tibetà	tibetano
tibetà	tibetano
tíbia	
tic	
TIC	
tifó	
tifus	
tigre	
tija	caule
tilacoide	
til·la	
til·ler	
til·lita	
timba	
timbal	
timbre	
timectomia	
timidesa	
timina	
timó	leme
timoneda	
timoneig	
timoner	
timorenc	
timorès	
timpà	
timus	
tina	
tinció	
tindal·lització	
tinença	
tinent	
tint	
tinta	tinta
tinter	tinteiro
tintorer	
tintoreria	
tintura	
tinya	
tipicitat	
tipificació	
tipisme	
tiple	
tipògraf	
tipografia	
tipologia	
tipòmetre	
tipus	
tipus de canvi	
tiquet	
tíquet	
tir	
tira	
tirà	
tirabuixó	
tirada	
tirador	
tirafons	
tiralínies	
tirallonga	
tir amb arc	
tiramisú	
tirania	
tiranització	
tiranosaure	
tiranosàurid	
tirant	
tiràs	
tiratge	
tiratró	
tir de colom	
tireta	
tiristor	
tir lliure	
tiroide	
tiroïditis	
tirolès	
tirolina	
tiroteig	
tiroxina	
tírria	
tisi	
tisora	
tisorada	
tisores	tesoura
tissú	
tita	
tità	
titani	titânio
titanita	
titella	
titellaire	
titina	
titlla	
títol	
títol valor	
titot	
titubeig	
titulació	
titular	
titularitat	
titulat	
titulatura	
titulització	
tixotropia	
TNT	
to	tom
tobogan	escorregador
toc	
tocacollons	
tocadiscs	
tocador	
tocament	
tocata	
tocata i fuga	
tocòleg	
tòfona	
toga	toga
togolès	
toia	
toisó	
toledà	
tolerància	
tolit	
toll	
tolla	
toluïdina	
tom	
tomaca	
tomaca cherry	
tomaca d'abre	
tomaquera	
tomàquet	tomate
tomàquet d'abre	
tomata	
tomb	
tomba	tumba
tombant	
tombarella	
tómbol	
tómbola	
tomisme	
tomografia	
tomografia computada	
tona	
tonada	
tonalitat	
tonatge	
tondo	
tonell	
tòner	
tònic	
tonicitat	
tonificació	
tonya	
tonyina	atum
tonyina clara	
tonyina del nord	
tonyinaire	
top	
topada	
topall	
topazi	
tòpic	
topinada	
top manta	
topògraf	
topografia	
topologia	
topònim	
toponímia	
toponomàstica	
top secret	
top ten	
TOR	
toracocentesi	
tòrax	tórax
torb	
torba	turfa
torbació	
torbera	
torçada	
torçó	
tord	
toreig	
torejador	
torero	
tori	tório
torn	
tornada	
tornado	
tornapunta	
tornaveu	
tornavís	chave de fenda
torn de penals	
torneig	
tornejat	
torneria	
torniquet	
toro	
toró	
torpede	
torpor	
torracollons	
torrada	
torrada de Santa Teresa	
torrador	
torradora	
torrassa	
torrat	
torre	
torrefacció	
torrefactor	
torrent	
torrentera	
torrent sanguini	
torreta	
torró	
torroner	
tors	
torsimany	
torsió	
torsor	
tortell	
tortell de Reis	
tortícoli	
tortiglioni	
tórtora	
tortuga	
tortuga de rierol	
tortuga d'estany	
tortugueta	
tortuositat	
tortura	
torxa	tocha
tos	tosse
tosca	
toscà	
tos ferina	
tosquedat	
tossal	
tossuderia	
tossudesa	
tot	
total	
totalitarisme	
totalitat	
totalització	
tot el que sigui possible	
tòtem	
totemisme	
totpoderós	
tótum revolútum	
totxesa	
totxo	
tou del dit	
tour	
tovalló	
tovallola	toalha
tovalloler	
tovallonera	
tovera	
toxèmia	
toxicitat	
toxicocinètica	
toxicodinàmia	
toxicòleg	
toxicologia	
toxicòman	
toxicomania	
toxiinfecció	
toxina	
TPG	
trabècula	
trabucació	
traç	traço
traca	
traça	
traçador	
tracamanya	
traçat	
traçatge	
tracció	
traceria	
tracoma	
tractament	
tractant	
tractat	
tracte	
tractor	
tractorista	
trad.	
tradició	
tradicionalisme	
tradicionalista	
traducció	
traductor	
tràfec	
tràfic	
trafica	
traficant	
traficant de drogues	
tràfic de blanques	
tràfic de drogues	
tràfic de nenes	
tràfic de nens	
tràfic de persones	
tràfic d'éssers humans	
tràfic de xiquetes	
tràfic d'infants	
tragèdia	
tragicomèdia	
traginer	
trago	
traïció	traição
traïdor	
traïdoria	
tràiler	
traïnya	
trajecte	
trajectòria	
tram	
trama	
tramada	
tramat	
tramesa	
tràmit	
tramitació	
tramoia	
tramoista	
trampa	armadilha
trampolí	
trampós	
tramuntana	
tramús	
tramvia	
tràngol	
tranquil·litat	
tranquil·litzant	
transacció	
transalpí	
transbord	
transbordador	
transbordament	
transcendència	
transcendentalisme	
transceptor	
transcobalamina	
transcripció	
transcriptasa	
transcriptor	
transculturalitat	
transcurs	
transdisciplinarietat	
transducció	
transductor	
transeünt	
transfecció	
transferència	
transferibilitat	
transfiguració	
transfòbia	
transformació	
transformador	
transformisme	
trànsfuga	
transfuguisme	
transfusió	
transgèn	
transgressió	
transgressor	
transhumància	transumância
transició	
transigència	
transistor	
trànsit	
trànsit aeri	
trànsit de vehicles	
transitorietat	
translació	
transliteració	
translocació	
transmembrana	
transmigració	
transmissibilitat	
transmissió	
transmissor	
transmitància	
transmutabilitat	
transmutació	
transnistrià	
transparència	
transpirabilitat	
transpiració	
transponedor	
transport	
transportador	
transport aeri	
transportista	
transposició	
transsepte	
transsexualitat	
transsubstanciació	
transterminància	
transtorn	
transvasament	
transversal	transversal
transversalitat	
transvestisme	
trapa	
trapella	
trapezi	
trapezoide	
tràquea	
traqueostomia	
traqueotomia	
trasllat	
traspàs	
trasplantació	
trasplantament	
trasposició	
trassumpte	
trast	
traster	
trastorn	
trastorn de la defecació	
trau	casa
trauma	
traumatisme	
traumatisme cranioencefàlic	
traumatòleg	
traumatologia	
trava	
travertí	
través	
travessa	
travesser	
travessera	
travessia	travessia
travestí	
traveta	
treball	
treballador	
treball de recerca	
treball en xarxa	
treball manual	
treball no declarat	
treball per torns	
treballs forçats	
trefilatge	
trellat	
tremendisme	
tremolita	
tremolor	
tremolor ovina	
tremp	
tremuja	
tren	trem
trena	trança
trenador	
trenat	
trencaclosques	
trencada	
trencadís	
trencaglaç	
trencall	
trencallums	
trencament	
trencanous	
trencaonades	
trencat	
trencavits	
tren_de_rodalies	
trenet	
trentena	
treonina	
trepa	
trepadella	
trepanació	
trepant	berbequim
trepidació	
trepitjada	
tresillo	
tresmall	
tresor	tesouro
tresorer	
tresoreria	
tres quarts de cinc	
tres quarts de deu	
tres quarts de dotze	
tres quarts de dues	
tres quarts de nou	
tres quarts de quatre	
tres quarts de set	
tres quarts de sis	
tres quarts de tres	
tres quarts de vuit	
tres quarts d'onze	
tres quarts d'una	
tret	
tret d'eixida	
tret de sortida	
treva	
trèvol	trevo
trèvol	paus
tria	
triacilglicèrid	
triacilglicerol	
tríada	
tríade	
trial	
triangle	
triangulació	
triàsic	
triatge	
triatleta	
triatló	
tribalisme	
triboluminescència	
tribu	
tribú	
tribú de la plebs	
tribulació	
tribuna	
tribunal	
tribunal constitucional	
tribunal d'apel·lació	
tribunal de cassació	
tribunal de comptes	
tribunal d'eixida	
tribunal de justícia	
tribunal suprem	
tribut	
tributació	
tricampió	
tricentenari	
tríceps	
tricicle	
triclini	
triclorofluorometà	
triclorotrifluoroetà	
triclorur	
tricorn	
tricorni	
tricotomia	
tricotosa	
trident	
tridu	
tríduum	
triedre	
tríedre	
trienni	
trienni perfet	
trifini	
trifori	
trifosfat	
triftong	
trifurcació	
trigança	
trigeneració	
triglicèrid	
tríglif	
trigonometria	
trigrama	
trilema	
trilingüe	
trilingüisme	
trilió	
trill	
trilla	
trilogia	
trimarà	
trímer	
trimestre	
trímetre	
trinat	
trinca	
trineu	
trinitat	
trinomi	
trinquet	
trinxa	
trinxant	
trinxera	
trinxet	
trio	
tríode	
triomf	
triomfador	
triomfalisme	
triomfalista	
triòxid	
tripa	
tripanosomiasi	
tripijoc	
triplet	
triplicació	
trípode	
tríptic	
triptòfan	
tripulació	
tripulant	
triquina	
trirectangle	
trirrem	
trisecció	
trisomia	
tristesa	
tristor	
triti	
triticale	
tritó	
trituració	
trituradora	
triumvirat	
trivi	
trivialitat	
trivialització	
tro	trovão
trobada	
trobador	trovador
troballa	achado
trocànter	
trocoide	
trofeu	
trofozoït	
troglodita	
troià	
troica	
troleibús	
tromba	
trombe	
trombina	
trombó	trombone
trombòcit	
tromboembòlia	
tromboembolisme	
trombòlisi	
trombonista	
tromboplastina	
trombosi	
trompa	
trompada	
trompellot	
trompeta	trompete
trompeter	
trompetista	
trompicó	
tron	trono
tronc	tronco
tronera	
trontoll	
tropa	tropa
tropell	
tròpic	
tropisme	
tropopausa	
troposfera	
tros	pedaço
trossa	
trossejament	
trosset	
trot	
trotskisme	
trotskista	
trottole	
truà	
truc	
trucada	
trucada telefònica	
trucatge	
truita	truta
truita	omelete
truita a la francesa	
truita salmonada	
truiter	
truja	
trull	
trumfa	
truncament	
trupial	
trust	
TS	
tsar	
tsarina	
tsarisme	
TSE	
TSJ	
TSJA	
TSJC	
TSJPV	
TSJV	
tsunami	
tuareg	
tub	
tuba	
tub d'escapament	
tubercle	
tubèrcul	
tuberculina	
tuberculosi	
tuberositat	
tub respirador	
túbul	
tubulina	
tucà	
tudó	pomba-trocaz
tuf	
tuguri	
tuit	
tul	
tuli	túlio
tulipa	
tumefacció	
tumor	
tumoració	
tumorectomia	
túmul	
tumult	 tumulto
tundra	
túnel	
tuneladora	
túnel de rentat	
tungstè	tungsténio
túnica	
túnid	
tunisenc	
tunisià	
tupè	
tupinada	
turbant	
turbina	
turbo	
turboalternador	
turbocompressor	
turbomotor	
turbopropulsió	
turbopropulsor	
turboreactor	
turbot	
turbulència	
turc	
turcman	
turcoxipriota	
turgència	
turió	
turisme	turismo
turista	
turmalina	
turmell	tornozelo
turmellera	
turment	
turnisme	
turó	
turquesa	
turunda	
tust	
tutejament	
tutela	
tutelatge	
tutor	
tutoria	
tutorial	
tutorització	
tuvalià	
TVC	
txadià	
txa-txa-txa	
txec	
txecoslovac	
txerquès	
txetxè	
txikung	
txt	
txuvaix	
u	
u.	
UA	
UAB	
UAW	
UB	
ubicació	
ubiqüitat	
UBS	
UCE	
UCI	
ucraïnès	
UDA	
UDC	
UDF	
UdG	
UdL	
udmurt	
udol	
UE	
Uefa	
UEM	
ufanor	
ufòleg	
ugandès	
UGT	
UHF	
UIB	
UICN	
uigur	
UIMP	
uixer	
UJI	
úlcera	
ulceració	
ull	olho
ullada	
ullal	presa
ullastre	
ull de bou	
ull de llebre	
ullera	
ullera de llarga vista	
ulleres	
ullet	
ultima ratio	
ultimàtum	
ultra	
ultradreta	
ultradretà	
ultrafiltració	
ultraliberalisme	
ultramar	
ultramarins	
ultranacionalisme	
ultranacionalista	
ultraperifèria	
ultraperificitat	
ultrarrealista	
ultrasò	
ultratge	
ultratomba	
UM	
umbel·la	
umbracle	
UMP	
un.	
una de freda i una de calenta	
unanimisme	
unanimitat	
unça	
unció	
UNE-EN	
UNE-ISO	
Unesco	
ungla	unha
ungüent	
Unicef	
unicitat	
unicorn	
unificació	unificação
uniforme	
uniformitat	
uniformització	
unilateralisme	
unilateralitat	
unilingüe	
unió	
unionisme	
unionista	
unipartidista	
unitarisme	
unitat	
univers	universo
universalisme	
universalitat	
universalització	
universíada	
universitari	
universitat	
univocació	
univocitat	
un quart de cinc	
un quart de deu	
un quart de dotze	
un quart de dues	
un quart de nou	
un quart de quatre	
un quart de set	
un quart de sis	
un quart de tres	
un quart de vuit	
un quart d'onze	
un quart d'una	
uns altres temps	
untuositat	
UOC	
uombat	
UPA	
UPC	
UPD	
uperització	
UPF	
UPN	
UPV	
uracil	
urani	urânio
urb.	
urbà	
urbanisme	
urbanista	
urbanita	
urbanitat	
urbanització	
urbanitzador	
urbícola	
urbs	
urdú	
urea	
urèter	
uretra	
urgència	
urinocultiu	
URL	
urna	
urocinasa	
urocultiu	
uròleg	
urologia	
urpa	garra
urpada	
urticària	
uruguaià	
URV	
usabilitat	
usança	
USB	
usdefruit	
USFP	
ushabti	
usuari	usuário
usucapió	
usura	
usurer	
usurpació	
usurpador	
utensili	
úter	
útil	
utilitari	
utilitarisme	
utilitat	
utilització	
utillatge	
utopia	
UV	
UVA	
UVEG	
UVI	
UVic	
úvula	
uzbek	
v	
V. A.	
vaca	vaca
vacances	
vacances de Nadal	
vacant	
vaccinació	
vacil·lació	
vacuïtat	
vacuna	
vacunació	
vacúol	
vacuòmetre	
vademècum	
vaga	
vagabund	
vagabunderia	
vagància	
vagareig	
vagarro	
vagina	
vaginitis	
vaginosi	
vagó	
vagoneta	
vaguetat	
vaguista	
vailet	
vainilla	baunilha
vaivé	
vaixell	barco
vaixella	louça
vaixell almirall	
vaixell d'abastament	
vaixell d'abastiment	
vaixell de càrrega	
vaixell de càrrega a granel	
vaixell de guerra	
vaixell de vapor	
valedor	
valencià	
valència	
valencianisme	
valencianista	
valencianitat	
valencianoparlant	
valentia	valentia
valeriana	
val_gva val_uni	
validació	
validesa	
valisa	
vall	
val·lisoletà	
való	
valor	
valoració	
valor estimat	
valorització	
vals	
vàlua	
vàlvula	
vàlvula de tall	
vàlvula reductora	
vamba	
vampir	vampiro
vampiressa	
vanadi	vanádio
vanaglòria	
vàndal	
vandalisme	
vanil·lina	
vanitat	
vanuatuenc	
vapor	vapor
vapor d'aigua	
vaporització	
vaporitzador	
vaporositat	
vapotró	
vaquer	
vaqueria	
V. A. R.	
vara	
varà	
varactor	
varador	
vardenafil	
vareta	
variabilitat	
variable	
variació	
variador	
variància	
variant	
variça	
varicel·la	
varicorràgia	
varietat	
variscita	
variu	
varroasi	
vas	
vas anastomòtic	
vas canopi	
vas capil·lar	
vas col·lateral	
vas comunicant	
vascularització	
vasculopatia	
vas de Dappen	
vas de Dewar	
vas de Griffin	
vas de Jungbluth	
vas dels nervis	
vas de precipitats	
vas d'expansió	
vasectomia	
vaselina	
vas limfàtic	
vas llenyós	
vas musculocutani	
vasoconstricció	
vasodilatació	
vas perforant	
vas prominent	
vas quilífer	
vassall	vassalo
vassallatge	
vas sanguini	
vas sinusoidal	
vastitud	
vàter	
vaticini	
vda.	
vé.	
vè.	
veça	
vector	
vectorització	
veda	
vedat	
vedell	
vedella	
vedet	
vedetisme	
vega	
vegà	
vegada	vez
veganisme	
vegetació	vegetação
vegetal	
vegetarià	
vegetarianisme	
veguer	
vegueria	
vehemència	
vehicle	
vehiculació	
veí	
veïnat	
veïnatge	
vel	
vela	vela
veladura	
velam	
velarització	
velcro	
veler	
vell	
vellard	
vel·leïtat	
vellesa	
vellet	
vellositat	
vellut	veludo
velocímetre	
velocípede	
velocista	
velocitat	velocidade
velocitat aerodinàmica	
velòdrom	
vena	
venalitat	
vencedor	
venciment	
venda	
venda al detall	
vendaval	
venecià	
veneçolà	
venedor	
venedor de tomaques	
venedor de tomàquets	
veneració	
vènia	
venialitat	
venjança	vingança
vent	vento
ventall	
ventilació	
ventilador	
ventiloconvector	
ventosa	ventosa
ventositat	
ventrada	
ventre	
ventresca	
ventricle	
ventura	
veracitat	
veranda	
verat	
verb	verbo
